pH,Turbidity,Chloramine,Dissolved Oxygen,Solids,Potability
7.82,4.09,2.95,7.63,400.2,TRUE
7.62,2.74,2.6,7.01,240.72,TRUE
6.84,4.76,3.64,6.59,309.34,TRUE
7.14,1.41,2.86,6.71,851.76,TRUE
7.96,1.94,3.8,7.03,384.74,TRUE
7.89,3.21,2.04,7.16,571.79,TRUE
7.26,1.97,1.8,6.74,709.5,TRUE
7.57,2.0,1.47,7.41,1174.81,TRUE
7.54,1.03,1.36,6.65,837.72,TRUE
8.38,1.56,0.13,7.87,864.32,TRUE
6.95,2.8,0.96,6.64,325.15,TRUE
6.74,4.0,0.08,7.58,1038.71,TRUE
7.45,4.6,0.93,7.2,292.47,TRUE
8.14,1.93,3.55,7.14,809.47,TRUE
7.09,4.59,3.17,6.72,131.91,TRUE
6.76,4.7,1.78,6.87,211.94,TRUE
8.27,3.93,2.45,7.27,892.01,TRUE
7.37,2.04,2.67,6.98,1111.35,TRUE
8.32,1.4,1.92,6.96,251.27,TRUE
6.57,4.58,1.94,6.96,1151.95,TRUE
7.05,2.99,3.76,6.85,1131.05,TRUE
6.63,3.64,3.21,7.18,1164.39,TRUE
7.2,2.52,3.37,7.47,667.07,TRUE
7.56,2.86,1.91,7.56,595.42,TRUE
8.38,4.16,0.5,7.85,355.16,TRUE
7.77,2.16,1.37,7.96,1088.37,TRUE
6.62,4.69,3.13,7.39,21.15,TRUE
8.25,2.85,2.92,7.01,1187.62,TRUE
6.8,4.17,3.58,6.78,701.14,TRUE
6.65,1.83,0.69,7.09,321.74,TRUE
8.24,2.31,2.04,7.54,144.99,TRUE
7.01,2.32,3.8,7.01,379.54,TRUE
6.93,4.14,3.08,6.93,567.19,TRUE
7.7,4.18,3.13,7.29,605.84,TRUE
7.81,3.33,1.86,7.57,271.44,TRUE
8.31,2.44,2.02,7.17,1102.08,TRUE
7.16,3.27,3.25,7.09,460.39,TRUE
7.16,3.98,1.0,6.89,782.05,TRUE
6.87,1.93,2.42,7.71,117.65,TRUE
8.24,2.39,0.28,6.54,874.51,TRUE
7.31,4.93,2.74,6.7,187.32,TRUE
8.12,1.58,0.69,7.33,922.07,TRUE
7.2,1.62,3.02,6.78,1012.74,TRUE
8.38,1.97,0.83,7.07,633.7,TRUE
6.54,2.53,3.64,7.03,682.08,TRUE
7.9,4.02,3.9,7.38,620.57,TRUE
7.76,3.28,2.81,7.3,1068.27,TRUE
8.06,1.49,3.28,7.05,1019.64,TRUE
7.75,3.85,2.15,7.25,178.12,TRUE
6.9,1.35,1.87,7.29,774.71,TRUE
6.71,3.54,2.02,7.36,1048.25,TRUE
6.52,1.93,1.66,7.97,471.44,TRUE
8.01,3.21,0.57,7.16,160.09,TRUE
7.56,3.04,0.49,7.43,812.54,TRUE
7.56,4.89,0.63,6.54,189.13,TRUE
6.64,1.38,1.23,7.0,246.45,TRUE
6.67,1.88,2.05,7.62,1084.95,TRUE
7.47,3.81,2.06,6.81,866.77,TRUE
7.71,4.44,0.09,7.91,72.6,TRUE
7.22,1.42,1.09,7.56,647.67,TRUE
7.47,2.63,2.57,6.67,930.97,TRUE
7.08,3.05,1.81,7.75,692.15,TRUE
7.58,2.16,1.4,7.54,182.26,TRUE
8.48,3.85,2.4,6.77,1146.6,TRUE
6.59,3.58,0.07,6.87,679.81,TRUE
8.19,3.41,0.2,6.6,197.38,TRUE
8.46,1.52,2.01,7.47,769.68,TRUE
6.57,3.4,0.85,7.81,829.72,TRUE
8.24,2.89,4.0,7.86,39.24,TRUE
7.69,2.6,1.19,7.23,1108.22,TRUE
8.2,2.29,3.06,6.68,688.24,TRUE
7.26,4.22,1.91,6.83,660.44,TRUE
7.37,1.53,1.95,7.33,428.65,TRUE
6.9,1.28,1.18,7.17,309.43,TRUE
7.54,3.5,3.38,7.07,1149.29,TRUE
7.14,3.5,1.45,7.31,458.9,TRUE
7.44,2.4,2.94,7.33,794.84,TRUE
6.54,2.07,2.14,6.77,880.26,TRUE
8.42,3.74,3.71,7.44,203.25,TRUE
7.46,2.7,0.23,7.67,495.59,TRUE
6.92,4.69,3.23,6.86,668.16,TRUE
6.88,4.51,3.7,7.08,662.7,TRUE
7.38,3.93,2.74,6.66,714.31,TRUE
7.24,2.94,3.68,6.98,1062.75,TRUE
6.69,3.02,2.86,7.57,695.13,TRUE
7.45,2.11,2.94,6.75,10.94,TRUE
6.73,2.18,2.85,7.51,833.35,TRUE
6.67,1.29,3.84,7.02,916.62,TRUE
8.3,2.77,2.58,6.55,640.95,TRUE
8.43,1.96,0.53,7.23,1183.06,TRUE
6.54,2.12,0.87,7.55,182.63,TRUE
8.1,1.3,1.55,7.11,305.16,TRUE
8.2,1.7,1.78,7.12,1028.16,TRUE
7.21,4.84,3.72,7.7,351.37,TRUE
7.0,3.13,2.15,7.08,606.78,TRUE
6.99,4.78,1.95,6.9,467.29,TRUE
7.07,1.75,3.66,6.6,423.32,TRUE
8.29,3.47,1.65,7.51,579.11,TRUE
7.59,1.14,1.8,7.91,386.92,TRUE
7.06,2.6,0.44,7.32,217.07,TRUE
6.8,3.36,2.33,7.25,442.7,TRUE
8.29,3.67,3.83,6.6,913.25,TRUE
8.38,3.24,1.9,6.53,647.25,TRUE
6.59,3.89,1.69,6.61,157.4,TRUE
6.52,4.41,2.43,7.38,846.0,TRUE
7.17,1.12,2.51,7.32,305.0,TRUE
7.21,3.39,3.32,7.27,563.06,TRUE
8.05,4.92,3.52,7.34,1004.62,TRUE
7.83,1.89,2.45,7.45,253.43,TRUE
7.33,4.02,0.71,6.91,716.47,TRUE
6.52,3.37,1.53,7.28,1007.75,TRUE
7.05,4.88,2.27,7.96,774.61,TRUE
7.07,1.71,3.52,7.29,788.8,TRUE
6.84,3.72,3.05,7.73,620.98,TRUE
7.17,4.62,2.11,7.81,718.53,TRUE
7.52,3.19,2.68,7.42,1123.96,TRUE
7.2,1.7,1.54,7.64,274.72,TRUE
7.91,3.98,0.23,7.1,627.64,TRUE
7.94,2.87,2.25,6.73,420.38,TRUE
7.04,2.89,3.15,7.69,323.92,TRUE
7.26,4.6,0.63,7.62,749.57,TRUE
6.77,4.38,0.39,7.15,719.11,TRUE
7.15,1.73,0.12,6.51,38.52,TRUE
7.61,1.36,3.27,6.83,1114.27,TRUE
6.98,3.47,0.79,7.72,271.19,TRUE
8.05,1.89,3.5,7.1,880.95,TRUE
7.46,4.06,2.08,7.83,1069.27,TRUE
8.49,3.21,3.93,7.96,241.68,TRUE
7.15,4.12,0.27,7.26,843.14,TRUE
8.16,4.92,1.82,6.98,599.44,TRUE
8.02,4.86,3.57,7.98,1122.84,TRUE
8.01,2.2,2.72,6.93,225.61,TRUE
7.14,3.66,1.56,7.58,532.99,TRUE
7.53,3.42,0.3,7.23,483.27,TRUE
8.4,2.5,3.58,7.5,570.8,TRUE
8.3,2.06,1.56,6.99,1185.37,TRUE
6.57,3.75,3.08,7.19,766.49,TRUE
7.1,1.37,3.45,6.54,1141.24,TRUE
8.23,2.93,3.75,6.77,190.14,TRUE
8.43,1.87,2.34,7.62,369.35,TRUE
7.81,3.6,0.49,7.97,1135.29,TRUE
7.46,4.68,0.19,6.51,1064.85,TRUE
6.81,1.66,2.57,7.81,95.89,TRUE
7.73,4.78,3.37,7.66,1075.84,TRUE
6.69,1.36,0.0,6.62,487.23,TRUE
8.11,4.0,2.28,6.96,343.33,TRUE
6.63,4.37,3.5,7.81,605.24,TRUE
7.93,1.85,2.38,7.7,6.54,TRUE
8.12,2.98,0.63,7.31,1089.12,TRUE
7.03,3.88,0.66,6.74,195.24,TRUE
6.68,2.31,1.81,7.23,734.92,TRUE
8.28,4.19,1.38,6.74,323.07,TRUE
7.38,4.88,0.23,7.64,53.3,TRUE
6.96,3.07,2.49,7.7,43.58,TRUE
8.34,4.85,2.15,7.39,83.61,TRUE
7.98,1.01,0.8,6.91,370.06,TRUE
6.77,4.91,0.97,6.95,901.96,TRUE
8.03,2.54,2.32,7.95,739.19,TRUE
7.51,2.35,2.09,7.44,1020.76,TRUE
6.72,2.6,0.62,6.85,233.33,TRUE
7.04,3.12,0.29,7.9,1010.12,TRUE
7.11,2.03,2.0,6.73,937.23,TRUE
8.26,1.76,0.79,7.45,557.25,TRUE
6.86,3.09,3.65,7.1,682.69,TRUE
7.96,4.46,0.63,7.55,541.73,TRUE
7.63,2.17,0.24,7.25,520.71,TRUE
7.92,1.75,2.74,6.76,1188.06,TRUE
7.51,2.42,3.31,7.65,165.75,TRUE
6.9,3.78,0.42,6.68,1108.63,TRUE
8.33,1.59,0.02,6.71,570.31,TRUE
7.29,3.76,2.78,6.53,1058.96,TRUE
8.35,3.51,2.62,7.4,227.13,TRUE
8.5,4.81,0.22,7.68,1050.9,TRUE
7.98,1.24,2.78,6.69,864.46,TRUE
8.27,1.55,1.9,6.56,164.95,TRUE
7.12,2.51,3.34,7.35,752.02,TRUE
7.02,1.6,1.47,7.81,214.76,TRUE
7.17,2.75,0.46,7.23,886.53,TRUE
7.68,2.77,2.81,7.55,176.58,TRUE
8.24,1.83,2.74,7.95,105.64,TRUE
7.97,4.12,0.35,6.81,481.42,TRUE
7.04,3.95,2.03,7.51,411.63,TRUE
8.45,4.51,2.95,6.83,521.89,TRUE
8.4,4.61,3.37,6.89,432.42,TRUE
7.45,2.79,2.72,6.96,22.88,TRUE
7.41,1.62,4.0,6.53,1186.6,TRUE
7.35,3.41,0.92,7.81,854.92,TRUE
6.53,3.1,1.66,7.01,29.14,TRUE
7.7,4.37,0.19,7.41,1083.15,TRUE
6.74,1.19,2.37,7.56,156.09,TRUE
6.7,4.99,1.65,6.9,320.64,TRUE
7.5,1.36,1.75,6.87,1047.99,TRUE
7.94,3.0,1.38,7.48,42.79,TRUE
7.9,2.21,2.36,7.3,393.32,TRUE
6.77,4.46,0.25,7.68,428.69,TRUE
7.45,1.48,2.76,7.22,1115.28,TRUE
6.5,3.31,3.64,6.96,157.29,TRUE
7.44,1.57,3.83,7.8,1026.53,TRUE
8.37,1.19,3.81,6.54,422.52,TRUE
8.33,2.14,1.38,7.61,149.42,TRUE
6.52,1.92,0.02,6.92,756.9,TRUE
7.41,3.13,3.74,7.25,1137.76,TRUE
6.69,1.11,0.48,7.98,465.39,TRUE
6.91,4.96,3.16,7.45,131.93,TRUE
7.61,4.48,1.21,6.99,58.27,TRUE
7.56,1.76,3.46,7.35,46.6,TRUE
7.14,3.62,1.59,8.0,423.43,TRUE
7.55,4.86,1.59,7.73,414.88,TRUE
7.47,4.51,1.63,7.64,544.9,TRUE
7.34,1.19,1.52,6.82,695.66,TRUE
7.08,2.43,1.09,7.05,747.32,TRUE
7.55,4.75,2.91,7.19,46.61,TRUE
7.15,4.01,2.29,6.73,731.02,TRUE
7.74,4.56,2.72,6.9,728.39,TRUE
6.74,4.32,2.87,7.29,603.94,TRUE
7.59,3.11,2.33,7.74,683.48,TRUE
6.57,1.47,0.76,7.83,417.66,TRUE
7.83,3.97,2.04,7.5,807.19,TRUE
7.03,2.05,3.69,7.89,1151.2,TRUE
7.92,3.73,0.72,7.13,235.32,TRUE
6.81,3.95,3.08,6.88,716.85,TRUE
6.55,1.91,3.44,6.76,358.51,TRUE
7.35,3.23,3.21,7.2,171.98,TRUE
7.17,2.26,0.59,6.68,792.15,TRUE
7.47,2.91,2.11,6.56,1089.94,TRUE
6.9,1.91,2.14,6.96,198.27,TRUE
7.7,4.33,1.72,7.15,828.24,TRUE
7.58,3.51,2.75,7.93,304.65,TRUE
8.29,2.51,0.14,7.46,455.18,TRUE
7.83,4.77,3.01,6.74,390.9,TRUE
7.87,4.46,2.41,7.72,32.3,TRUE
7.44,3.5,1.4,6.91,848.65,TRUE
6.82,1.76,1.05,7.14,125.6,TRUE
6.69,4.21,0.79,6.56,221.39,TRUE
7.67,2.85,0.72,7.06,684.53,TRUE
7.79,2.66,0.42,7.17,461.1,TRUE
7.01,2.66,0.44,7.89,508.53,TRUE
6.61,3.33,1.04,6.63,573.06,TRUE
6.82,1.79,0.78,7.23,985.21,TRUE
8.43,3.4,0.84,7.97,545.23,TRUE
8.41,1.07,3.84,7.47,818.2,TRUE
7.02,3.01,2.13,7.25,274.63,TRUE
6.76,4.51,1.4,7.92,1053.74,TRUE
7.72,1.2,0.74,7.06,231.82,TRUE
6.78,2.86,1.37,6.62,334.21,TRUE
8.48,2.05,3.49,6.98,0.04,TRUE
8.14,1.32,3.59,7.28,1079.44,TRUE
7.54,2.65,3.51,7.06,1031.05,TRUE
7.39,4.67,1.92,6.85,1077.9,TRUE
6.56,3.07,3.29,6.6,1130.38,TRUE
7.86,1.26,2.42,7.88,536.57,TRUE
8.12,2.37,0.3,6.59,798.72,TRUE
6.89,4.96,1.71,7.84,474.58,TRUE
7.83,1.45,1.73,7.66,731.79,TRUE
7.64,3.11,2.34,7.08,17.73,TRUE
7.55,2.07,0.87,6.57,942.16,TRUE
8.36,4.86,2.98,7.74,905.69,TRUE
6.56,1.7,1.53,6.74,900.72,TRUE
7.63,4.8,2.93,7.06,486.95,TRUE
6.83,4.3,0.23,7.49,1094.28,TRUE
8.3,2.79,2.51,7.53,1130.78,TRUE
8.21,3.79,1.58,7.38,861.95,TRUE
7.86,4.42,2.85,7.51,10.25,TRUE
6.82,2.33,2.39,6.75,187.58,TRUE
7.36,3.65,3.92,6.81,497.29,TRUE
7.97,1.12,0.98,7.93,425.41,TRUE
6.86,3.24,1.23,6.81,852.67,TRUE
7.29,4.44,3.19,6.65,180.77,TRUE
6.53,2.28,2.49,7.04,173.99,TRUE
8.47,3.79,0.99,7.83,841.34,TRUE
8.09,4.68,3.83,7.69,55.44,TRUE
7.82,1.69,2.07,7.02,666.73,TRUE
6.79,2.26,2.28,7.74,816.24,TRUE
8.19,1.56,3.47,7.82,975.23,TRUE
6.75,4.31,3.7,6.82,71.7,TRUE
7.57,2.27,3.82,7.31,724.97,TRUE
6.71,2.32,0.92,6.69,645.9,TRUE
8.02,3.67,0.47,7.33,1149.89,TRUE
6.86,3.32,1.96,7.78,36.47,TRUE
6.56,3.47,3.64,7.85,674.52,TRUE
7.94,1.12,3.74,7.88,970.07,TRUE
7.86,2.16,2.02,7.12,407.85,TRUE
7.45,1.14,2.7,7.29,918.84,TRUE
6.99,2.47,2.34,7.5,395.53,TRUE
7.64,2.53,1.62,7.79,727.36,TRUE
7.77,1.73,0.77,7.5,562.73,TRUE
7.77,1.41,1.72,7.31,442.12,TRUE
7.66,2.78,1.3,7.85,425.01,TRUE
7.67,4.01,2.99,6.94,964.03,TRUE
6.91,4.99,3.44,7.28,1153.16,TRUE
7.72,1.53,1.63,6.76,432.4,TRUE
7.23,2.23,3.21,7.78,405.58,TRUE
7.97,4.24,3.03,6.9,594.29,TRUE
7.15,4.82,2.66,7.92,817.33,TRUE
6.73,4.11,0.72,6.91,143.29,TRUE
7.29,2.95,3.46,7.27,403.74,TRUE
6.7,4.67,1.61,6.77,953.63,TRUE
6.8,3.41,2.24,6.74,201.27,TRUE
7.96,3.01,3.88,7.87,420.98,TRUE
7.63,1.99,2.72,7.74,914.49,TRUE
7.36,1.76,3.05,7.12,936.46,TRUE
7.11,4.49,3.86,7.79,159.67,TRUE
8.18,1.93,2.32,6.56,915.05,TRUE
6.52,1.19,0.89,6.85,1199.87,TRUE
6.78,1.84,0.16,6.75,442.12,TRUE
7.34,4.74,2.2,7.11,402.18,TRUE
8.42,1.72,0.6,7.56,462.13,TRUE
7.3,4.49,3.98,7.38,1094.38,TRUE
7.69,4.26,3.39,7.07,1157.81,TRUE
7.82,3.85,3.5,6.5,1095.01,TRUE
7.37,2.6,0.23,6.64,302.09,TRUE
7.76,1.71,0.58,7.15,548.12,TRUE
6.54,3.09,0.14,6.75,264.5,TRUE
6.93,2.91,3.25,7.06,1057.46,TRUE
7.17,4.62,2.78,7.29,270.36,TRUE
6.98,3.22,0.76,7.54,323.06,TRUE
7.89,2.85,2.8,7.37,920.2,TRUE
7.06,1.9,2.1,7.49,1135.62,TRUE
7.22,3.33,0.15,7.4,808.7,TRUE
7.87,4.57,2.73,6.65,282.33,TRUE
7.79,4.65,2.02,6.76,1004.0,TRUE
7.0,2.29,0.92,7.53,739.67,TRUE
8.22,4.15,0.13,6.57,1089.18,TRUE
6.99,4.9,1.27,7.29,952.75,TRUE
7.65,2.73,1.35,6.75,457.61,TRUE
8.42,4.78,2.24,7.55,36.02,TRUE
8.27,1.61,3.8,7.08,900.18,TRUE
8.42,1.62,3.45,7.18,1004.71,TRUE
6.88,4.79,0.47,7.29,466.68,TRUE
6.95,1.2,2.6,6.51,413.48,TRUE
7.18,2.02,0.04,6.79,433.71,TRUE
7.95,3.39,0.71,7.84,912.28,TRUE
7.97,4.68,0.66,7.33,104.06,TRUE
6.59,1.03,1.54,7.49,1073.19,TRUE
7.55,1.22,0.98,7.34,917.45,TRUE
8.4,1.38,0.84,7.65,84.56,TRUE
8.3,4.78,1.0,6.56,215.26,TRUE
7.89,1.72,0.6,7.78,830.11,TRUE
6.96,3.15,0.36,7.49,1056.06,TRUE
7.96,2.9,2.03,7.59,185.47,TRUE
8.17,2.89,1.56,6.86,1185.32,TRUE
7.11,4.17,1.55,7.96,68.73,TRUE
8.46,1.74,3.93,7.68,997.65,TRUE
7.71,1.65,0.24,6.69,413.42,TRUE
6.92,4.68,3.63,7.38,485.22,TRUE
8.29,1.47,2.13,7.02,1047.57,TRUE
6.73,4.4,1.09,7.0,150.43,TRUE
7.99,1.41,2.97,6.54,83.91,TRUE
7.84,3.75,1.53,6.65,1055.82,TRUE
6.82,3.03,3.23,7.75,546.38,TRUE
7.7,1.65,1.19,7.74,1162.96,TRUE
7.08,2.65,2.29,6.58,148.61,TRUE
8.33,1.5,3.14,6.56,709.98,TRUE
7.27,2.04,3.48,6.77,239.12,TRUE
7.98,4.33,1.97,7.08,859.57,TRUE
6.94,2.21,3.21,7.32,264.82,TRUE
8.4,3.51,1.28,7.35,657.25,TRUE
7.65,1.69,2.91,7.35,67.09,TRUE
8.0,1.84,0.92,7.54,250.13,TRUE
7.96,3.22,1.04,7.73,474.76,TRUE
7.55,3.9,0.33,7.2,629.73,TRUE
6.7,1.23,3.64,6.93,1031.93,TRUE
7.15,4.02,0.93,7.42,56.06,TRUE
7.12,4.57,3.92,7.3,113.9,TRUE
7.27,4.96,1.71,7.21,1033.47,TRUE
7.06,1.72,1.39,7.86,1071.32,TRUE
6.9,3.77,0.66,7.48,386.58,TRUE
7.55,1.36,0.29,6.73,845.8,TRUE
6.96,1.22,0.57,6.96,241.71,TRUE
6.6,3.29,1.66,7.68,336.24,TRUE
7.68,4.98,2.69,7.47,168.79,TRUE
6.75,2.57,2.23,7.72,1013.9,TRUE
7.8,2.84,0.87,6.81,658.93,TRUE
6.98,2.21,1.15,7.55,421.6,TRUE
6.83,2.24,2.26,7.21,537.26,TRUE
7.46,4.11,3.7,7.64,649.6,TRUE
7.09,4.59,2.36,6.54,89.04,TRUE
7.9,1.99,3.18,7.85,491.23,TRUE
8.13,1.47,2.0,7.99,1197.11,TRUE
7.85,1.76,3.04,7.87,595.56,TRUE
8.1,1.7,3.18,6.84,872.39,TRUE
6.91,3.93,1.79,7.69,255.14,TRUE
6.68,1.33,2.76,7.63,742.69,TRUE
7.99,3.04,2.29,6.76,447.65,TRUE
8.41,2.84,0.36,7.53,254.52,TRUE
8.33,4.07,3.19,7.58,1031.49,TRUE
7.46,3.2,0.89,7.69,284.31,TRUE
7.1,4.8,0.35,7.93,776.45,TRUE
6.71,1.34,2.27,7.8,401.99,TRUE
7.57,2.14,1.21,6.56,501.71,TRUE
7.34,3.64,1.36,6.87,614.49,TRUE
7.83,3.49,0.98,6.69,1169.5,TRUE
8.13,1.57,0.08,7.33,33.34,TRUE
7.44,2.84,3.44,6.52,400.4,TRUE
6.53,4.24,2.11,6.93,859.8,TRUE
8.24,1.95,1.12,7.05,1012.2,TRUE
8.14,2.4,0.82,7.05,355.08,TRUE
7.19,2.42,2.84,8.0,984.6,TRUE
6.56,3.86,2.41,7.61,1044.14,TRUE
6.55,1.08,1.85,6.59,894.55,TRUE
7.88,4.04,2.95,7.37,825.48,TRUE
7.86,3.72,1.97,7.1,253.54,TRUE
7.88,4.79,3.01,6.93,78.02,TRUE
7.92,2.29,3.36,7.55,42.5,TRUE
6.56,4.47,0.99,7.19,13.65,TRUE
8.35,2.53,1.76,6.52,1078.22,TRUE
8.1,3.1,3.29,7.96,465.83,TRUE
7.61,2.75,3.65,7.46,1071.07,TRUE
7.77,4.41,1.24,7.94,902.38,TRUE
6.99,4.31,2.24,7.01,181.51,TRUE
6.8,1.07,0.68,7.64,1172.66,TRUE
7.92,2.28,0.68,7.84,397.51,TRUE
8.47,4.7,2.47,6.89,780.5,TRUE
6.88,1.42,0.14,6.89,359.12,TRUE
7.36,1.83,0.88,7.86,196.69,TRUE
6.63,4.26,3.45,7.91,569.11,TRUE
7.45,5.0,3.69,7.7,1178.79,TRUE
7.93,3.37,1.77,7.27,1094.6,TRUE
6.93,2.42,0.37,6.79,278.3,TRUE
6.72,1.37,1.33,7.13,1019.38,TRUE
6.94,1.51,0.09,6.86,691.81,TRUE
7.5,3.64,3.49,6.6,925.46,TRUE
7.8,3.08,1.38,7.52,703.1,TRUE
6.8,4.44,1.79,7.21,574.83,TRUE
8.36,1.96,3.85,7.34,849.83,TRUE
8.49,4.49,0.24,7.15,795.6,TRUE
7.39,3.41,1.59,7.58,153.11,TRUE
7.74,1.66,2.22,6.66,146.79,TRUE
7.35,3.16,2.38,7.83,1068.02,TRUE
7.76,2.98,1.22,6.8,406.26,TRUE
8.28,1.42,3.67,6.54,581.94,TRUE
6.5,2.55,3.07,7.01,1001.88,TRUE
7.44,2.05,0.87,7.09,563.05,TRUE
8.26,1.59,2.05,7.07,537.99,TRUE
7.76,2.6,2.23,7.1,435.92,TRUE
7.38,3.11,3.76,8.0,426.01,TRUE
7.59,4.06,2.73,6.77,377.2,TRUE
6.82,2.34,1.17,7.93,932.28,TRUE
7.19,2.24,1.23,6.93,1181.65,TRUE
7.51,3.33,0.28,6.63,1125.02,TRUE
7.54,1.06,0.02,6.69,972.4,TRUE
7.45,4.97,2.46,6.56,1067.31,TRUE
8.44,4.65,3.24,6.99,775.3,TRUE
7.3,1.19,2.37,7.92,294.31,TRUE
8.07,4.76,3.43,6.59,1130.56,TRUE
7.48,4.27,3.06,7.63,534.24,TRUE
7.82,2.84,2.66,6.98,42.3,TRUE
7.26,1.5,0.01,6.95,564.4,TRUE
8.01,1.44,1.44,7.46,901.84,TRUE
7.91,1.86,1.31,6.81,41.84,TRUE
7.51,4.06,1.08,7.9,1135.76,TRUE
8.21,1.1,0.15,7.28,809.11,TRUE
7.58,1.16,3.21,7.75,785.89,TRUE
7.62,1.19,1.78,7.62,949.23,TRUE
8.46,4.33,3.44,6.69,23.36,TRUE
6.91,4.4,2.06,6.63,918.96,TRUE
8.23,4.03,0.2,7.31,1095.52,TRUE
6.94,4.73,2.24,6.56,137.77,TRUE
7.33,3.14,2.33,7.97,1065.18,TRUE
7.1,3.37,1.75,7.04,433.46,TRUE
8.24,3.79,2.54,7.96,747.52,TRUE
6.96,3.28,1.82,6.99,913.5,TRUE
7.48,4.45,0.79,7.28,86.29,TRUE
6.87,3.66,1.07,6.66,217.59,TRUE
7.18,3.25,0.21,7.09,1023.99,TRUE
6.89,3.77,1.18,7.77,1095.1,TRUE
7.64,2.64,2.09,7.29,695.09,TRUE
8.48,2.31,1.2,7.09,474.68,TRUE
8.16,4.15,0.07,7.33,1032.75,TRUE
7.96,1.7,2.95,7.26,274.48,TRUE
8.02,1.92,3.56,7.47,467.27,TRUE
7.09,1.93,3.25,7.37,174.96,TRUE
8.45,2.96,0.76,6.68,334.46,TRUE
7.6,2.44,2.62,7.78,244.52,TRUE
7.91,3.71,2.65,7.77,946.94,TRUE
7.56,3.73,1.79,7.35,159.04,TRUE
6.76,2.02,0.3,7.18,1179.19,TRUE
6.98,2.32,3.4,7.84,351.73,TRUE
7.45,2.11,2.09,7.5,716.69,TRUE
7.4,4.7,1.65,6.83,765.22,TRUE
7.65,3.5,2.11,7.74,56.36,TRUE
7.92,4.68,2.99,6.57,559.02,TRUE
8.42,3.78,3.67,7.29,1007.38,TRUE
7.31,2.9,3.09,6.75,85.58,TRUE
6.94,4.61,2.6,7.4,665.71,TRUE
7.12,1.35,0.64,6.76,134.46,TRUE
8.07,1.05,3.43,7.93,793.85,TRUE
8.08,1.12,2.55,7.04,265.62,TRUE
7.38,1.4,0.16,6.6,1109.16,TRUE
7.04,4.12,2.53,6.99,563.56,TRUE
6.91,2.62,3.68,6.69,830.35,TRUE
7.59,3.31,3.25,7.91,213.83,TRUE
8.05,2.67,2.41,7.44,1106.51,TRUE
8.06,4.56,0.14,7.6,423.83,TRUE
8.36,3.61,3.32,6.63,392.73,TRUE
7.42,3.5,0.71,6.86,993.68,TRUE
7.89,3.5,0.76,6.85,586.82,TRUE
7.34,4.1,0.49,6.83,289.84,TRUE
6.88,3.29,0.3,6.63,621.81,TRUE
7.07,2.86,1.78,6.74,431.81,TRUE
7.13,2.07,1.82,6.74,754.2,TRUE
7.72,1.93,2.77,7.59,116.82,TRUE
8.01,4.87,1.46,6.83,310.14,TRUE
8.03,2.79,0.5,7.13,443.02,TRUE
7.3,2.92,1.66,7.53,201.98,TRUE
7.94,3.34,1.24,7.5,917.29,TRUE
7.12,2.29,0.03,6.71,528.87,TRUE
6.67,2.3,0.78,7.27,981.18,TRUE
7.4,3.67,3.01,7.13,1014.21,TRUE
8.0,2.97,2.42,7.84,89.47,TRUE
7.63,1.17,0.05,7.64,408.23,TRUE
7.74,2.27,1.33,6.72,567.51,TRUE
8.33,2.3,3.81,6.97,314.77,TRUE
7.38,3.41,1.42,6.82,679.58,TRUE
7.46,3.3,1.29,6.7,185.38,TRUE
7.38,4.43,3.8,7.74,73.95,TRUE
7.34,2.44,2.44,7.16,964.18,TRUE
7.07,4.14,0.2,7.51,903.94,TRUE
7.13,2.64,3.8,7.46,411.67,TRUE
7.37,2.28,1.37,7.36,617.55,TRUE
8.06,2.05,3.47,6.72,174.85,TRUE
6.78,3.55,2.76,6.71,365.67,TRUE
8.15,3.51,0.37,7.89,528.64,TRUE
6.81,4.84,0.11,7.14,1172.89,TRUE
7.1,4.03,3.65,7.46,680.25,TRUE
8.44,2.41,0.75,7.39,1189.37,TRUE
8.03,4.02,2.05,7.52,710.66,TRUE
8.25,1.33,0.54,7.45,125.67,TRUE
8.46,4.99,3.79,7.27,203.46,TRUE
7.37,3.63,3.21,7.06,1137.41,TRUE
8.47,2.35,3.99,7.11,910.89,TRUE
7.72,4.2,4.0,6.89,1131.13,TRUE
8.01,2.66,1.19,6.78,432.49,TRUE
7.97,2.03,0.57,7.92,1046.27,TRUE
7.45,3.4,2.97,7.76,517.09,TRUE
7.0,2.65,0.22,7.15,1170.19,TRUE
7.36,2.47,3.78,6.64,163.06,TRUE
8.48,3.77,3.47,7.11,882.58,TRUE
8.18,1.18,2.1,7.29,621.29,TRUE
8.27,4.73,0.01,7.57,1123.0,TRUE
7.09,2.93,0.01,7.49,695.88,TRUE
6.57,4.94,0.98,6.83,1183.33,TRUE
7.69,3.26,1.33,7.31,935.56,TRUE
8.36,4.46,0.84,7.38,269.74,TRUE
6.64,4.99,3.69,7.41,719.39,TRUE
8.19,3.92,0.53,7.94,362.5,TRUE
6.97,1.63,1.43,7.95,138.47,TRUE
6.91,4.56,2.35,7.02,127.93,TRUE
7.1,2.78,2.84,6.51,886.29,TRUE
8.41,1.39,3.27,7.02,83.8,TRUE
7.19,2.63,1.52,6.87,465.94,TRUE
6.56,3.15,1.62,7.58,630.64,TRUE
7.9,4.71,0.09,7.22,691.97,TRUE
7.44,2.93,1.23,6.61,890.63,TRUE
